SOURCE,INDEX_COL,ID,NAME,URL
Song,54,0XNODYfG6OvtFw0QQbkQbn,Only Human,https://open.spotify.com/track/0XNODYfG6OvtFw0QQbkQbn
Song,55,0tgVpDi06FyKpA1z0VMD4v,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Song,56,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
Song,57,7yq4Qj7cqayVTp3FF9CWbm,Riptide,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
Song,58,3ee8Jmje8o58CHK66QrVC2,SAD!,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
Song,59,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
Song,60,2LcFtw5SqddSIdyT7j8nfV,Sabrina,https://open.spotify.com/track/2LcFtw5SqddSIdyT7j8nfV
Song,61,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
Song,62,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB
Song,63,0RMuhbvaALgw2tP2rBVeFX,Set the Score,https://open.spotify.com/track/0RMuhbvaALgw2tP2rBVeFX
Song,64,2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),https://open.spotify.com/track/2HRgqmZQC0MC7GeNuDIXHN
Song,65,0TK2YIli7K1leLovkQiNik,Señorita,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
Song,66,2VxeLyX666F8uXCJ0dZF8B,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Song,67,7qiZfU4dY1lWllzX7mPBI3,Shape of You,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
Song,68,1n19UiwISLvisCjNhjd5r7,Shine a Light,https://open.spotify.com/track/1n19UiwISLvisCjNhjd5r7
Song,69,4CeeEOM32jQcH3eN9Q2dGj,Smells Like Teen Spirit,https://open.spotify.com/track/4CeeEOM32jQcH3eN9Q2dGj
Song,70,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
Song,71,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Song,72,69bp2EbF7Q2rqc5N3ylezZ,Sorry,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
Song,73,5aAx2yezTd8zXrkmtKl66Z,Starboy,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
Song,74,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
